Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Burwood,1/14 Corrigan St,3,h,790000,S,Fletchers,7/11/2016,11.7,3125,3,1,1,318,103,1960,Whitehorse,-37.854,145.111,Southern Metropolitan,5678
Burwood,25 Greenwood St,4,h,1682000,S,Jellis,8/10/2016,11.7,3125,4,2,1,921,174,1950,Whitehorse,-37.849,145.129,Southern Metropolitan,5678
Burwood,14/1 Conservatory Dr,3,u,625000,PI,Jellis,10/9/2016,11.7,3125,3,2,1,0,115,2002,Monash,-37.856,145.096,Southern Metropolitan,5678
Burwood,2/22 Scott Gr,3,t,780000,VB,Jellis,10/9/2016,11.7,3125,3,2,1,160,,,Whitehorse,-37.853,145.097,Southern Metropolitan,5678
Burwood,2 Bennett St,3,h,1342000,S,McGrath,10/12/2016,11.7,3125,3,1,1,690,,,Whitehorse,-37.851,145.117,Southern Metropolitan,5678
Burwood,12 Havelock St,4,h,1782800,SP,Buxton,10/12/2016,11.7,3125,4,2,1,804,,,Whitehorse,-37.852,145.118,Southern Metropolitan,5678
Burwood,3 Peacock St,3,h,1468000,S,Buxton,11/2/2017,11.7,3125,3,1,1,706,,,Whitehorse,-37.851,145.116,Southern Metropolitan,5678
Burwood,1/10 McComas Gr,2,u,650000,PI,Buxton,11/3/2017,11.7,3125,2,1,1,194,120,1975,Whitehorse,-37.851,145.112,Southern Metropolitan,5678
Burwood,1/34 Cumming St,5,h,1060000,S,Ray,12/6/2016,11.7,3125,4,3,1,326,210,2013,Whitehorse,-37.853,145.113,Southern Metropolitan,5678
Burwood,33 Brockhoff Dr,4,h,1255000,S,Buxton,12/11/2016,11.7,3125,4,2,1,438,210,2005,Monash,-37.86,145.11,Southern Metropolitan,5678
Burwood,229 Highbury Rd,4,h,900000,S,Jellis,13/08/2016,11.7,3125,3,1,1,586,,1955,Whitehorse,-37.856,145.12,Southern Metropolitan,5678
Burwood,2a Iris St,2,h,633000,S,Noel,14/05/2016,11.7,3125,2,1,1,276,92,1965,Whitehorse,-37.845,145.097,Southern Metropolitan,5678
Burwood,5 Keogh St,3,h,1070500,SP,Buxton,14/05/2016,11.7,3125,3,1,1,776,,,Monash,-37.856,145.11,Southern Metropolitan,5678
Burwood,22 Andrews St,3,h,1175000,S,Noel,15/10/2016,11.7,3125,3,1,1,661,,,Whitehorse,-37.85,145.128,Southern Metropolitan,5678
Burwood,24 Wallace Rd,3,h,1521000,S,Marshall,15/10/2016,11.7,3125,3,2,1,660,,,Whitehorse,-37.847,145.099,Southern Metropolitan,5678
Burwood,29 Meldan St,2,h,1350000,S,Fletchers,16/04/2016,11.7,3125,2,1,1,593,82,1950,Whitehorse,-37.844,145.105,Southern Metropolitan,5678
Burwood,1/392 Burwood Hwy,3,t,752000,S,Allens,17/09/2016,11.7,3125,4,2,1,217,,1993,Whitehorse,-37.852,145.131,Southern Metropolitan,5678
Burwood,1/46 Gillard St,3,h,570000,S,Ray,17/09/2016,11.7,3125,3,1,1,384,112,1950,Whitehorse,-37.854,145.114,Southern Metropolitan,5678
Burwood,10 Hastings St,3,h,1460000,S,Marshall,17/09/2016,11.7,3125,3,1,1,742,,,Whitehorse,-37.853,145.096,Southern Metropolitan,5678
Burwood,2/3 Havelock St,3,t,745000,S,Noel,17/09/2016,11.7,3125,3,1,1,228,126,1998,Whitehorse,-37.852,145.119,Southern Metropolitan,5678
Burwood,4 Iris St,5,h,2150000,S,RW,17/09/2016,11.7,3125,5,4,1,643,380,2014,Whitehorse,-37.845,145.097,Southern Metropolitan,5678
Burwood,8/33 McIntyre St,3,u,746000,S,Buxton,17/09/2016,11.7,3125,3,1,1,308,92,1995,Whitehorse,-37.851,145.107,Southern Metropolitan,5678
Burwood,19 Puerta St,3,h,1540000,S,Jellis,17/09/2016,11.7,3125,3,2,1,653,120,1950,Whitehorse,-37.845,145.101,Southern Metropolitan,5678
Burwood,1/24 Edwards St,3,t,1145000,S,Jellis,18/03/2017,11.7,3125,3,2,1,329,,,Whitehorse,-37.848,145.101,Southern Metropolitan,5678
Burwood,38 Gillard St,5,h,1410000,PI,Fletchers,18/03/2017,11.7,3125,5,2,1,824,,1950,Whitehorse,-37.854,145.114,Southern Metropolitan,5678
Burwood,2/17 Montpellier Rd,3,u,640000,PI,Noel,18/06/2016,11.7,3125,3,1,1,217,,,Monash,-37.856,145.108,Southern Metropolitan,5678
Burwood,18 Murray Dr,4,h,1800000,PI,Jellis,18/06/2016,11.7,3125,4,2,1,1393,,1963,Whitehorse,-37.846,145.102,Southern Metropolitan,5678
Burwood,8 Pescott Cl,4,t,1270000,S,Jellis,18/06/2016,11.7,3125,4,2,1,399,212,2005,Monash,-37.86,145.108,Southern Metropolitan,5678
Burwood,55 Parer St,4,t,900000,VB,Noel,22/05/2016,11.7,3125,4,3,1,381,176,2013,Whitehorse,-37.846,145.104,Southern Metropolitan,5678
Burwood,18 Brockhoff Dr,4,h,1250000,SA,Barry,24/09/2016,11.7,3125,4,2,1,499,220,2005,Monash,-37.859,145.11,Southern Metropolitan,5678
Burwood,6 Alimar Ct,4,h,1410000,S,Buxton,27/06/2016,11.7,3125,3,2,1,739,182,1970,Whitehorse,-37.855,145.129,Southern Metropolitan,5678
Burwood,1/26 Peacock St,5,h,1100000,S,Buxton,27/06/2016,11.7,3125,5,2,1,544,,,Whitehorse,-37.853,145.115,Southern Metropolitan,5678
Burwood,2 Octavia Ct,4,h,1485000,S,Woodards,27/11/2016,11.7,3125,4,2,1,662,,,Monash,-37.86,145.101,Southern Metropolitan,5678
Burwood,16 Renown St,3,h,2068000,S,Buxton,27/11/2016,11.7,3125,3,1,1,1101,,,Whitehorse,-37.853,145.122,Southern Metropolitan,5678
Burwood,10 Goold St,3,h,1000000,VB,Noel,28/05/2016,11.7,3125,3,1,1,589,,,Whitehorse,-37.855,145.118,Southern Metropolitan,5678
Burwood,1/54 McIntyre St,4,u,800000,PI,Lindellas,28/05/2016,11.7,3125,4,2,1,0,150,1950,Whitehorse,-37.851,145.109,Southern Metropolitan,5678
Burwood,3/124 Highbury Rd,3,t,702000,S,Barry,28/08/2016,11.7,3125,3,2,1,170,106,2001,Monash,-37.855,145.109,Southern Metropolitan,5678
Camberwell,28 Brinsley Rd,4,h,2650000,S,Jellis,3/9/2016,7.8,3124,4,2,1,652,189,1890,Boroondara,-37.829,145.069,Southern Metropolitan,8920
Camberwell,2/1 Glen Iris Rd,3,t,1615000,S,Marshall,3/9/2016,7.8,3124,3,1,1,389,,,Boroondara,-37.844,145.07,Southern Metropolitan,8920
Camberwell,1288 Toorak Rd,4,h,3225000,SA,RT,3/9/2016,7.8,3124,4,3,1,934,,,Boroondara,-37.85,145.087,Southern Metropolitan,8920
Camberwell,1/806 Burke Rd,2,u,1017000,S,Jellis,3/12/2016,7.8,3124,2,1,1,0,,1940,Boroondara,-37.823,145.059,Southern Metropolitan,8920
Camberwell,4/2 Callanish Rd,2,u,729000,S,Noel,3/12/2016,7.8,3124,2,1,1,137,87,1970,Boroondara,-37.846,145.088,Southern Metropolitan,8920
Camberwell,49 Christowel St,5,h,2600000,VB,Marshall,3/12/2016,7.8,3124,5,4,1,708,348,1940,Boroondara,-37.839,145.067,Southern Metropolitan,8920
Camberwell,3/107 Wattle Valley Rd,3,h,1650000,S,Marshall,3/12/2016,7.8,3124,3,2,1,305,189,1998,Boroondara,-37.837,145.08,Southern Metropolitan,8920
Camberwell,22 Netherway St,5,h,2860000,PI,Jellis,4/3/2017,7.8,3124,5,3,1,753,,1940,Boroondara,-37.842,145.089,Southern Metropolitan,8920
Camberwell,1/569 Camberwell Rd,2,h,950000,SP,Jellis,4/6/2016,7.8,3124,2,1,1,230,,1994,Boroondara,-37.845,145.072,Southern Metropolitan,8920
Camberwell,9/43 Inglesby Rd,2,u,615000,S,Noel,4/6/2016,7.8,3124,2,1,1,1107,68,1960,Boroondara,-37.835,145.057,Southern Metropolitan,8920
Camberwell,89 Radnor St,3,h,1987000,S,Jellis,4/6/2016,7.8,3124,3,2,1,706,164,1960,Boroondara,-37.846,145.061,Southern Metropolitan,8920
Camberwell,3/28 Stodart St,2,u,683000,S,RT,4/6/2016,7.8,3124,2,1,1,146,86,1970,Boroondara,-37.836,145.07,Southern Metropolitan,8920
Camberwell,2 Thomas St,3,h,1690000,PI,hockingstuart,4/6/2016,7.8,3124,3,2,1,777,154,1950,Boroondara,-37.843,145.096,Southern Metropolitan,8920
Camberwell,19/1295 Toorak Rd,2,u,430000,VB,Jellis,4/6/2016,7.8,3124,2,1,1,0,56,2011,Boroondara,-37.849,145.088,Southern Metropolitan,8920
Camberwell,3/926 Toorak Rd,2,u,717000,SP,Noel,4/6/2016,7.8,3124,2,1,1,136,,1960,Boroondara,-37.847,145.059,Southern Metropolitan,8920
Camberwell,1/1 Glen Iris Rd,3,t,1300000,S,Fletchers,6/8/2016,7.8,3124,3,2,1,342,,,Boroondara,-37.843,145.07,Southern Metropolitan,8920
Camberwell,68 Hunter Rd,4,h,2950000,VB,Fletchers,7/5/2016,7.8,3124,4,2,1,661,,,Boroondara,-37.838,145.09,Southern Metropolitan,8920
Camberwell,18 Russell St,4,h,2600000,VB,Jellis,7/5/2016,7.8,3124,3,2,1,600,232,1897,Boroondara,-37.824,145.064,Southern Metropolitan,8920
Camberwell,19 Thomas St,3,h,2325000,PI,Marshall,7/5/2016,7.8,3124,3,2,1,1133,131,1930,Boroondara,-37.843,145.094,Southern Metropolitan,8920
Camberwell,3/220 Warrigal Rd,2,u,435000,SP,LITTLE,7/11/2016,7.8,3124,2,1,1,896,77,1960,Boroondara,-37.848,145.096,Southern Metropolitan,8920
Camberwell,2 Oxford St,2,h,892000,S,hockingstuart,8/10/2016,7.8,3124,2,1,1,335,,,Boroondara,-37.845,145.096,Southern Metropolitan,8920
Camberwell,3/573 Riversdale Rd,2,t,900400,S,Noel,10/9/2016,7.8,3124,2,1,1,93,111,,Boroondara,-37.831,145.061,Southern Metropolitan,8920
Camberwell,12 Brinsley Rd,4,h,2090000,S,Noel,10/12/2016,7.8,3124,4,2,1,650,,,Boroondara,-37.827,145.069,Southern Metropolitan,8920
Camberwell,3/575 Burke Rd,3,t,1250000,VB,Fletchers,10/12/2016,7.8,3124,3,2,1,232,,,Boroondara,-37.842,145.054,Southern Metropolitan,8920
Camberwell,4 Range St,3,h,2000000,S,Jellis,12/6/2016,7.8,3124,3,1,1,821,105,1925,Boroondara,-37.846,145.064,Southern Metropolitan,8920
Camberwell,163 Through Rd,3,h,1302000,S,Fletchers,12/6/2016,7.8,3124,2,1,1,427,115,1938,Boroondara,-37.837,145.093,Southern Metropolitan,8920
Camberwell,2/37 Donna Buang St,3,h,1430000,S,J,12/11/2016,7.8,3124,3,2,1,244,,,Boroondara,-37.845,145.068,Southern Metropolitan,8920
Camberwell,13 Grace St,3,h,1622000,SP,Noel,12/11/2016,7.8,3124,3,1,1,544,160,1930,Boroondara,-37.844,145.058,Southern Metropolitan,8920
Camberwell,7/5 Holly St,2,u,502000,PI,O'Donoghues,12/11/2016,7.8,3124,2,1,1,0,77,1965,Boroondara,-37.826,145.059,Southern Metropolitan,8920
Camberwell,3/220 Warrigal Rd,2,u,435000,SP,LITTLE,12/11/2016,7.8,3124,2,1,1,896,77,1960,Boroondara,-37.848,145.096,Southern Metropolitan,8920
Camberwell,2/3 Tyrone St,2,h,620000,VB,Jellis,13/08/2016,7.8,3124,2,1,1,122,,1960,Boroondara,-37.844,145.072,Southern Metropolitan,8920
Camberwell,603 Burke Rd,5,h,2000000,VB,Marshall,14/05/2016,7.8,3124,5,3,1,801,,1920,Boroondara,-37.84,145.055,Southern Metropolitan,8920
Camberwell,3/5 Holly St,3,u,591000,PI,Jellis,14/05/2016,7.8,3124,3,1,1,0,89,1960,Boroondara,-37.826,145.059,Southern Metropolitan,8920
Camberwell,46 Athelstan Rd,5,h,2608000,S,Marshall,15/10/2016,7.8,3124,5,2,1,730,3112,1920,Boroondara,-37.842,145.064,Southern Metropolitan,8920
Camberwell,6 Gavan St,3,h,1780000,S,Fletchers,15/10/2016,7.8,3124,3,1,1,769,133,1930,Boroondara,-37.848,145.095,Southern Metropolitan,8920
Camberwell,4 Ada St,3,h,2250000,S,O'Donoghues,16/04/2016,7.8,3124,3,2,1,656,225,2009,Boroondara,-37.841,145.082,Southern Metropolitan,8920
Camberwell,591 Camberwell Rd,2,h,895000,PI,O'Donoghues,16/04/2016,7.8,3124,2,1,1,424,95,1930,Boroondara,-37.847,145.074,Southern Metropolitan,8920
Camberwell,5 Cooloongatta Rd,3,h,1800000,SP,Marshall,16/04/2016,7.8,3124,3,2,1,584,213,1920,Boroondara,-37.835,145.076,Southern Metropolitan,8920
Camberwell,5 Nicholsdale Rd,4,h,1400000,PI,Jellis,16/04/2016,7.8,3124,3,0,1,693,,1935,Boroondara,-37.836,145.091,Southern Metropolitan,8920
Camberwell,2/564 Riversdale Rd,2,u,693000,S,Bekdon,16/07/2016,7.8,3124,2,1,1,84,,,Boroondara,-37.832,145.06,Southern Metropolitan,8920
Camberwell,2/25 Hazel St,2,u,900000,S,Jellis,17/09/2016,7.8,3124,2,1,1,150,88,1970,Boroondara,-37.844,145.066,Southern Metropolitan,8920
Camberwell,18 Middle Rd,5,h,2700000,VB,Jellis,17/09/2016,7.8,3124,5,3,1,802,317,1994,Boroondara,-37.844,145.058,Southern Metropolitan,8920
Camberwell,8/1277 Toorak Rd,2,u,530000,PI,Ross,17/09/2016,7.8,3124,2,1,1,0,76,1960,Boroondara,-37.849,145.086,Southern Metropolitan,8920
Camberwell,4/17 Hazel St,2,u,805000,PI,Noel,18/03/2017,7.8,3124,2,2,1,188,,,Boroondara,-37.844,145.067,Southern Metropolitan,8920
Camberwell,15 Hollsmoor Rd,4,h,2228000,S,Jellis,18/03/2017,7.8,3124,4,2,1,813,163,1960,Boroondara,-37.841,145.09,Southern Metropolitan,8920
Camberwell,4/1 Through Rd,3,t,930000,S,Ray,18/03/2017,7.8,3124,3,2,1,132,,1970,Boroondara,-37.849,145.088,Southern Metropolitan,8920
Camberwell,2/1021 Toorak Rd,2,u,590000,S,Jellis,18/03/2017,7.8,3124,2,1,1,0,,,Boroondara,-37.847,145.067,Southern Metropolitan,8920
Camberwell,37 Victoria Rd,4,h,4760000,S,Jellis,18/03/2017,7.8,3124,4,2,1,903,,,Boroondara,-37.824,145.062,Southern Metropolitan,8920
Camberwell,6 Wilson Gr,3,h,1602500,S,Lindellas,18/03/2017,7.8,3124,3,1,1,405,102,1930,Boroondara,-37.845,145.071,Southern Metropolitan,8920
Camberwell,16 Joffre St,3,t,1515000,SP,hockingstuart,18/06/2016,7.8,3124,3,2,1,318,,,Boroondara,-37.845,145.092,Southern Metropolitan,8920
Camberwell,9a Russell St,2,h,1800000,PI,Marshall,18/06/2016,7.8,3124,2,1,1,368,,,Boroondara,-37.823,145.064,Southern Metropolitan,8920
Camberwell,6/11 Seymour Gr,2,u,530000,PI,Fletchers,22/05/2016,7.8,3124,2,1,1,0,,,Boroondara,-37.836,145.06,Southern Metropolitan,8920
Camberwell,6/68 Brinsley Rd,2,u,558000,S,Buxton,22/08/2016,7.8,3124,3,1,1,0,,,Boroondara,-37.832,145.068,Southern Metropolitan,8920
Camberwell,2/13 Glyndon Rd,2,h,1185000,S,Kay,22/08/2016,7.8,3124,3,2,1,259,,,Boroondara,-37.836,145.079,Southern Metropolitan,8920
Camberwell,13 Smith Rd,3,h,2177000,S,Kay,22/08/2016,7.8,3124,3,1,1,635,130,1920,Boroondara,-37.845,145.071,Southern Metropolitan,8920
Camberwell,14 Hollsmoor Rd,3,h,2155000,S,Noel,24/09/2016,7.8,3124,3,1,1,891,,,Boroondara,-37.841,145.091,Southern Metropolitan,8920
Camberwell,68 Bowen St,3,h,3400000,S,Jellis,25/02/2017,7.8,3124,3,2,1,877,146,1960,Boroondara,-37.844,145.062,Southern Metropolitan,8920
Camberwell,64A Christowel St,2,h,1470000,S,Noel,25/02/2017,7.8,3124,2,1,1,400,,,Boroondara,-37.839,145.066,Southern Metropolitan,8920
Camberwell,2/23 Hazel St,2,u,820000,S,Jellis,25/02/2017,7.8,3124,2,1,1,166,,1969,Boroondara,-37.844,145.066,Southern Metropolitan,8920
Camberwell,26 Hunter Rd,3,h,2105000,S,Fletchers,25/02/2017,7.8,3124,3,1,1,692,164,1940,Boroondara,-37.838,145.085,Southern Metropolitan,8920
Camberwell,6 Judd St,3,t,1625000,S,Jellis,25/02/2017,7.8,3124,3,2,1,283,160,1990,Boroondara,-37.836,145.064,Southern Metropolitan,8920
Camberwell,638 Riversdale Rd,3,h,1750000,VB,Jellis,25/02/2017,7.8,3124,3,2,1,780,,,Boroondara,-37.833,145.068,Southern Metropolitan,8920
Camberwell,16A Waterloo St,3,h,3300000,S,Kay,25/02/2017,7.8,3124,3,3,1,417,220,2016,Boroondara,-37.831,145.062,Southern Metropolitan,8920
Camberwell,1/3 Crescent Rd,2,u,667000,S,Woodards,27/06/2016,7.8,3124,2,1,1,83,81,1960,Boroondara,-37.836,145.063,Southern Metropolitan,8920
Camberwell,30 Smith Rd,5,h,2800000,SP,Marshall,27/06/2016,7.8,3124,5,3,1,805,,,Boroondara,-37.846,145.072,Southern Metropolitan,8920
Camberwell,22 Avenue Rd,2,h,1175000,PI,Jellis,27/11/2016,7.8,3124,2,1,1,246,,,Boroondara,-37.834,145.061,Southern Metropolitan,8920
Camberwell,3/595 Burke Rd,2,t,775000,S,hockingstuart,27/11/2016,7.8,3124,2,2,1,103,,,Boroondara,-37.841,145.055,Southern Metropolitan,8920
Camberwell,16 Callanish Rd,3,h,2220000,S,Marshall,27/11/2016,7.8,3124,3,2,1,850,,,Boroondara,-37.846,145.087,Southern Metropolitan,8920
Camberwell,29 Kalang Rd,4,h,2015000,S,Jellis,27/11/2016,7.8,3124,4,1,1,772,145,1920,Boroondara,-37.844,145.081,Southern Metropolitan,8920
Camberwell,1/28 Nevis St,2,u,700000,S,Marshall,27/11/2016,7.8,3124,2,1,1,631,75,1970,Boroondara,-37.843,145.081,Southern Metropolitan,8920
Camberwell,808 Riversdale Rd,3,h,1700000,S,Garvey,27/11/2016,7.8,3124,3,1,1,970,,,Boroondara,-37.834,145.082,Southern Metropolitan,8920
Camberwell,25 Russell St,4,h,3225000,S,Marshall,27/11/2016,7.8,3124,4,3,1,632,270,1890,Boroondara,-37.824,145.064,Southern Metropolitan,8920
Camberwell,2/22 Seymour Gr,2,u,810000,S,Garvey,27/11/2016,7.8,3124,2,1,1,0,,,Boroondara,-37.836,145.06,Southern Metropolitan,8920
Camberwell,44 Athelstan Rd,5,h,3320000,SP,Weast,28/05/2016,7.8,3124,5,4,1,741,407,2009,Boroondara,-37.842,145.064,Southern Metropolitan,8920
Camberwell,2 Hazel St,5,h,2125000,PI,Marshall,28/05/2016,7.8,3124,4,3,1,603,282,1980,Boroondara,-37.844,145.069,Southern Metropolitan,8920
Camberwell,91 Radnor St,4,h,2030000,S,Jellis,28/05/2016,7.8,3124,4,2,1,686,210,1960,Boroondara,-37.846,145.061,Southern Metropolitan,8920
Camberwell,612 Riversdale Rd,4,h,2750000,PI,RT,28/05/2016,7.8,3124,4,3,1,0,257,1912,Boroondara,-37.833,145.065,Southern Metropolitan,8920
Camberwell,532 Burke Rd,4,h,2000000,VB,Noel,28/08/2016,7.8,3124,4,3,1,697,271,1980,Boroondara,-37.836,145.056,Southern Metropolitan,8920
Camberwell,4/26 Cornell St,2,h,706000,S,Fletchers,28/08/2016,7.8,3124,2,1,1,95,,1960,Boroondara,-37.84,145.091,Southern Metropolitan,8920
Camberwell,9 Derby St,5,h,2250000,PI,Marshall,28/08/2016,7.8,3124,5,5,1,639,453,2010,Boroondara,-37.83,145.067,Southern Metropolitan,8920
Camberwell,20 Kirkwood Dr,5,h,2740000,S,Fletchers,28/08/2016,7.8,3124,4,2,1,643,363,2005,Boroondara,-37.842,145.072,Southern Metropolitan,8920
Canterbury,18 Irilbarra Rd,4,h,2950000,S,Marshall,3/9/2016,9,3126,4,2,1,687,215,1935,Boroondara,-37.819,145.071,Southern Metropolitan,3265
Canterbury,33 Myrtle Rd,3,h,1587500,S,Marshall,3/12/2016,9,3126,3,1,1,459,130,1920,Boroondara,-37.827,145.072,Southern Metropolitan,3265
Canterbury,1/17 Chatham Rd,4,t,1550000,PI,Noel,4/3/2017,9,3126,4,2,1,318,232,,Boroondara,-37.822,145.086,Southern Metropolitan,3265
Canterbury,1/28 Milton St,2,h,765000,S,Jellis,4/3/2017,9,3126,2,1,1,543,,,Boroondara,-37.83,145.077,Southern Metropolitan,3265
Canterbury,3/13 Wattle Valley Rd,2,u,830000,S,Century,4/6/2016,9,3126,2,1,1,110,83,1960,Boroondara,-37.826,145.082,Southern Metropolitan,3265
Canterbury,2 McGregor St,4,h,2375000,S,Jellis,7/5/2016,9,3126,4,2,1,653,229,1910,Boroondara,-37.829,145.085,Southern Metropolitan,3265
Canterbury,31 Rubens Gr,5,h,2900000,PI,Jellis,7/5/2016,9,3126,5,2,1,795,297,1910,Boroondara,-37.818,145.067,Southern Metropolitan,3265
Canterbury,42 Warburton Rd,3,h,2200000,VB,Noel,7/5/2016,9,3126,3,3,1,468,148,1890,Boroondara,-37.826,145.074,Southern Metropolitan,3265
Canterbury,5 Margaret St,4,h,2620000,S,Marshall,7/11/2016,9,3126,4,1,1,717,235,1890,Boroondara,-37.827,145.085,Southern Metropolitan,3265
Canterbury,5 Dorothea St,2,h,1305000,S,Jellis,8/10/2016,9,3126,2,1,1,342,104,1945,Boroondara,-37.833,145.081,Southern Metropolitan,3265
Canterbury,3 Monomeath Pl,4,h,4350000,S,Marshall,8/10/2016,9,3126,4,3,1,788,,,Boroondara,-37.822,145.073,Southern Metropolitan,3265
Canterbury,1b Daphne St,3,h,928000,S,Fletchers,10/9/2016,9,3126,3,2,1,145,140,1998,Boroondara,-37.823,145.077,Southern Metropolitan,3265
Canterbury,13 Byron St,5,h,2930000,S,Jellis,10/12/2016,9,3126,5,3,1,645,222,2005,Boroondara,-37.832,145.074,Southern Metropolitan,3265
Canterbury,21 Compton St,4,h,2950000,PI,Jellis,10/12/2016,9,3126,4,2,1,812,173,1927,Boroondara,-37.832,145.084,Southern Metropolitan,3265
Canterbury,29 Rubens Gr,4,h,3800000,PI,Marshall,11/2/2017,9,3126,4,1,1,858,,,Boroondara,-37.818,145.067,Southern Metropolitan,3265
Canterbury,4/34 Rochester Rd,2,u,722000,S,Jellis,12/11/2016,9,3126,2,1,1,0,92,1965,Boroondara,-37.821,145.083,Southern Metropolitan,3265
Canterbury,8 Dudley Pde,5,h,2350000,VB,Jellis,15/10/2016,9,3126,5,2,1,838,282,1910,Boroondara,-37.825,145.072,Southern Metropolitan,3265
Canterbury,1/8 Faversham Rd,3,t,1680000,S,Jellis,15/10/2016,9,3126,3,2,1,387,,,Boroondara,-37.823,145.085,Southern Metropolitan,3265
Canterbury,21 Marden St,3,h,1640000,PI,Marshall,15/10/2016,9,3126,3,3,1,352,207,1997,Boroondara,-37.827,145.074,Southern Metropolitan,3265
Canterbury,47 Warburton Rd,3,h,1680000,S,Fletchers,17/09/2016,9,3126,3,2,1,325,197,1910,Boroondara,-37.826,145.073,Southern Metropolitan,3265
Canterbury,77 Highfield Rd,5,h,3550000,VB,RT,18/03/2017,9,3126,5,4,1,684,427,2013,Boroondara,-37.832,145.085,Southern Metropolitan,3265
Canterbury,55 Warburton Rd,3,h,1385000,S,Jellis,18/06/2016,9,3126,2,1,1,444,,1910,Boroondara,-37.826,145.073,Southern Metropolitan,3265
Canterbury,17 Irilbarra Rd,4,h,3400000,S,Jellis,19/11/2016,9,3126,4,1,1,845,411,2008,Boroondara,-37.818,145.07,Southern Metropolitan,3265
Canterbury,2/20 Margaret St,2,u,690500,SP,Fletchers,23/04/2016,9,3126,2,1,1,118,,,Boroondara,-37.826,145.086,Southern Metropolitan,3265
Canterbury,12a View St,3,h,1850000,PI,Marshall,26/07/2016,9,3126,3,2,1,361,216,1995,Boroondara,-37.821,145.079,Southern Metropolitan,3265
Canterbury,6/124 Canterbury Rd,2,u,736000,S,Marshall,27/06/2016,9,3126,2,1,1,132,,,Boroondara,-37.823,145.073,Southern Metropolitan,3265
Canterbury,3/34 Faversham Rd,3,t,1843000,S,Jellis,27/06/2016,9,3126,3,2,1,0,,,Boroondara,-37.821,145.085,Southern Metropolitan,3265
Canterbury,3/124 Canterbury Rd,2,u,685000,S,RT,27/11/2016,9,3126,2,1,1,122,,,Boroondara,-37.824,145.073,Southern Metropolitan,3265
Canterbury,2A Erica St,2,h,1800000,VB,Jellis,27/11/2016,9,3126,2,1,1,716,,,Boroondara,-37.821,145.079,Southern Metropolitan,3265
Canterbury,1/29 Logan St,3,h,1800000,S,Jellis,27/11/2016,9,3126,3,2,1,316,,1986,Boroondara,-37.827,145.079,Southern Metropolitan,3265
Canterbury,35 Myrtle Rd,4,h,3145000,S,RW,27/11/2016,9,3126,4,2,1,796,276,2012,Boroondara,-37.827,145.072,Southern Metropolitan,3265
Canterbury,8 Avenue Athol,4,t,1742000,S,Fletchers,28/05/2016,9,3126,4,2,1,780,,,Boroondara,-37.821,145.068,Southern Metropolitan,3265
Canterbury,1/27 Maling Rd,4,t,1420000,S,O'Donoghues,28/08/2016,9,3126,3,2,1,278,,,Boroondara,-37.827,145.075,Southern Metropolitan,3265
Canterbury,2/46 Wattle Valley Rd,2,u,1016000,S,Fletchers,30/07/2016,9,3126,2,1,1,0,,,Boroondara,-37.829,145.083,Southern Metropolitan,3265
Carlton North,527 Nicholson St,3,h,1330000,VB,Nelson,3/9/2016,3.2,3054,3,1,1,314,,1900,Yarra,-37.787,144.977,Northern Metropolitan,3106
Carlton North,593 Canning St,3,h,1540000,S,Nelson,4/3/2017,3.2,3054,3,1,1,169,,,Yarra,-37.782,144.975,Northern Metropolitan,3106
Carlton North,112 Newry St,4,h,1425000,S,Nelson,4/3/2017,3.2,3054,4,3,1,122,130,1890,Yarra,-37.789,144.97,Northern Metropolitan,3106
Carlton North,122 Richardson St,2,h,1725000,S,hockingstuart,4/3/2017,3.2,3054,2,1,1,210,,,Yarra,-37.784,144.972,Northern Metropolitan,3106
Carlton North,632 Rathdowne St,3,h,1280000,VB,Nelson,6/8/2016,3.2,3054,3,1,1,203,,,Yarra,-37.782,144.973,Northern Metropolitan,3106
Carlton North,989 Drummond St,3,h,2950000,SP,Chambers,7/5/2016,3.2,3054,3,1,1,499,164,1910,Yarra,-37.781,144.972,Northern Metropolitan,3106
Carlton North,700 Rathdowne St,4,h,2175000,S,Woodards,7/5/2016,3.2,3054,3,1,1,418,163,1920,Yarra,-37.781,144.974,Northern Metropolitan,3106
Carlton North,2/872 Drummond St,2,t,765000,S,Nelson,8/10/2016,3.2,3054,2,1,1,1031,,1970,Yarra,-37.784,144.972,Northern Metropolitan,3106
Carlton North,1 Fletcher La,2,h,800000,PI,Nelson,10/12/2016,3.2,3054,2,1,1,73,104,2009,Yarra,-37.785,144.972,Northern Metropolitan,3106
Carlton North,173 MacPherson St,2,h,1301000,S,Nelson,10/12/2016,3.2,3054,2,1,1,133,,,Yarra,-37.786,144.97,Northern Metropolitan,3106
Carlton North,967 Drummond St,4,h,2718000,S,Ray,11/3/2017,3.2,3054,4,2,1,538,142,2015,Yarra,-37.782,144.971,Northern Metropolitan,3106
Carlton North,9/823 Rathdowne St,1,u,468000,S,Nelson,11/3/2017,3.2,3054,1,1,1,861,,1970,Yarra,-37.785,144.972,Northern Metropolitan,3106
